Ngày,Giải Đặc BIệt,Giải Nhất,Giải Nhì,Giải Ba,Giải Tư,Giải Năm,Giải Sáu,Giải Bảy
08-06-2021,82266,02343,"{40408, 17259}","{58039, 69704, 38105, 57824, 67161, 47090}","{6998, 4755, 2674, 6191}","{0623, 3544, 8319, 1864, 3741, 8626}","{325, 466, 201}","{67, 98, 93, 95}"
09-06-2021,81099,17483,"{94216, 47818}","{97693, 24154, 36495, 14806, 25546, 65012}","{3529, 6007, 8659, 7548}","{1408, 4257, 7197, 6600, 8905, 9695}","{210, 538, 296}","{72, 42, 94, 56}"
10-06-2021,92979,56882,"{39343, 47196}","{39732, 88318, 82043, 67698, 10650, 01836}","{4157, 8740, 6035, 6845}","{4165, 2074, 1708, 5467, 5906, 5861}","{909, 942, 335}","{42, 84, 68, 13}"
11-06-2021,15348,78802,"{22861, 91584}","{26582, 67608, 72292, 04209, 46545, 31425}","{1818, 1726, 0627, 0345}","{6341, 5705, 4803, 2089, 8511, 1671}","{765, 835, 214}","{20, 30, 43, 77}"
12-06-2021,02283,58255,"{01657, 06701}","{91266, 84964, 27203, 66523, 51367, 49639}","{8935, 3818, 5601, 9446}","{3699, 2160, 3449, 4422, 5004, 6817}","{776, 056, 519}","{38, 86, 00, 84}"
13-06-2021,35879,47749,"{87500, 99446}","{01106, 79324, 26659, 56908, 74236, 93875}","{7576, 4069, 3177, 7043}","{4450, 2127, 6748, 8288, 4723, 3563}","{702, 154, 145}","{15, 53, 57, 41}"
14-06-2021,18146,00534,"{49921, 30332}","{58890, 58521, 89686, 80075, 49323, 05575}","{2025, 5454, 9413, 1476}","{2044, 4506, 5740, 9745, 2046, 7389}","{655, 270, 536}","{51, 48, 80, 77}"
15-06-2021,27483,86299,"{97673, 23236}","{82333, 02525, 90116, 13785, 41093, 24497}","{8849, 8323, 8877, 2901}","{2843, 6831, 0165, 0750, 2768, 1859}","{737, 267, 003}","{78, 22, 39, 27}"
16-06-2021,34622,94586,"{75415, 00398}","{02695, 81584, 39790, 63955, 93847, 80022}","{7922, 4688, 5099, 2756}","{5391, 2710, 3411, 3649, 9522, 9171}","{312, 541, 104}","{03, 33, 49, 99}"
17-06-2021,44367,02103,"{85262, 24192}","{53117, 57563, 77726, 52421, 47297, 42466}","{6745, 8181, 2717, 7607}","{7614, 5002, 1041, 3610, 6268, 5907}","{443, 354, 210}","{39, 14, 35, 23}"
18-06-2021,14761,98852,"{24130, 49306}","{40763, 63729, 04079, 75280, 68365, 74519}","{8167, 7754, 3837, 2621}","{2432, 6094, 8908, 4403, 0052, 5513}","{247, 287, 555}","{08, 63, 91, 38}"
19-06-2021,03472,93911,"{04150, 75964}","{04712, 64149, 39692, 94720, 52370, 76447}","{3111, 9476, 3425, 4483}","{2937, 7149, 6622, 8395, 7416, 8018}","{156, 880, 910}","{12, 81, 20, 65}"
20-06-2021,64799,15675,"{55723, 07182}","{91118, 35403, 53278, 60001, 73280, 79475}","{5243, 9605, 6915, 6435}","{9233, 3904, 6685, 4760, 3390, 1914}","{570, 187, 831}","{48, 68, 67, 26}"
21-06-2021,60141,13125,"{97526, 07411}","{02348, 16469, 75483, 27117, 72331, 15000}","{1858, 0980, 5835, 0763}","{9059, 7098, 5702, 5425, 6504, 2830}","{381, 910, 232}","{20, 73, 72, 89}"
22-06-2021,34505,41158,"{46686, 84680}","{65752, 98202, 01898, 72132, 77218, 11699}","{4601, 7796, 2920, 3030}","{6545, 0718, 3173, 7947, 7279, 4242}","{546, 309, 896}","{17, 68, 58, 60}"
23-06-2021,98699,23243,"{10587, 50359}","{23984, 81110, 19506, 85967, 02124, 61768}","{1950, 2058, 2434, 4736}","{7115, 8566, 4682, 1294, 1596, 4060}","{287, 817, 933}","{32, 17, 41, 54}"
24-06-2021,17879,77328,"{12410, 69282}","{95919, 47894, 54722, 13959, 12972, 80067}","{4175, 4355, 0992, 8562}","{6486, 1704, 8635, 2385, 9439, 9824}","{844, 819, 537}","{22, 96, 35, 52}"
25-06-2021,25985,03675,"{18803, 46990}","{45564, 78815, 04871, 29794, 89885, 26774}","{7403, 5635, 2105, 7538}","{1252, 0449, 6833, 7160, 3625, 2056}","{735, 919, 015}","{96, 29, 22, 81}"
26-06-2021,20290,47139,"{21826, 45549}","{86949, 39905, 81448, 26263, 91519, 93679}","{3378, 9684, 2651, 3661}","{8627, 5066, 8490, 5649, 3101, 9484}","{300, 842, 178}","{10, 74, 52, 39}"
27-06-2021,13987,15964,"{81096, 37740}","{41324, 80285, 84598, 22845, 66784, 24616}","{5834, 2768, 4015, 7063}","{5601, 3530, 0297, 5860, 7081, 7074}","{750, 230, 836}","{37, 75, 78, 70}"
28-06-2021,52658,47449,"{39821, 60239}","{80016, 83331, 56582, 32531, 30741, 03764}","{3744, 6531, 1280, 9654}","{6748, 9371, 2037, 0162, 4439, 8711}","{260, 429, 998}","{20, 77, 66, 70}"
29-06-2021,66791,82119,"{21307, 00460}","{64674, 10424, 71358, 13617, 32498, 81585}","{1348, 2778, 0624, 7983}","{6747, 5839, 6507, 2946, 9829, 6343}","{152, 877, 130}","{65, 19, 27, 09}"
30-06-2021,82308,05022,"{07709, 91611}","{02582, 94672, 66471, 36896, 65762, 38872}","{8402, 2260, 6563, 9308}","{0894, 6439, 5869, 3369, 0132, 6163}","{172, 415, 512}","{05, 50, 61, 67}"
01-07-2021,01275,82781,"{88530, 04432}","{74207, 28970, 82278, 27213, 46110, 47746}","{4819, 8861, 0131, 7830}","{4185, 1250, 7234, 3695, 1131, 1363}","{796, 180, 919}","{58, 81, 43, 93}"
02-07-2021,87781,34762,"{39787, 40120}","{43891, 47180, 95886, 55595, 31201, 07153}","{2028, 4290, 1375, 0122}","{4740, 4378, 8916, 7932, 8040, 4780}","{228, 217, 086}","{99, 88, 36, 59}"
03-07-2021,02942,17645,"{48959, 47704}","{24688, 47185, 88647, 69454, 28941, 40783}","{0367, 9434, 2504, 9866}","{7440, 0045, 1689, 4648, 0752, 4737}","{518, 345, 844}","{48, 69, 44, 49}"
04-07-2021,96477,73016,"{78167, 01062}","{00824, 98311, 53733, 43981, 63171, 45547}","{1346, 6039, 0669, 1452}","{2018, 3049, 5037, 9139, 6618, 9276}","{416, 994, 429}","{31, 43, 84, 17}"
05-07-2021,91701,09512,"{85942, 28239}","{56781, 06647, 92539, 37595, 40790, 68568}","{3297, 6170, 7115, 2218}","{9545, 8228, 6424, 2928, 3552, 5104}","{457, 368, 616}","{84, 89, 26, 88}"
06-07-2021,46868,81459,"{85271, 29895}","{56578, 04869, 71780, 10854, 81622, 21062}","{8163, 1821, 4292, 6704}","{1483, 6626, 7142, 4051, 4419, 1349}","{364, 851, 623}","{08, 10, 28, 56}"
07-07-2021,61289,80667,"{16285, 56890}","{08104, 49259, 89398, 82918, 91712, 33304}","{1908, 3535, 5630, 6083}","{1022, 5367, 8306, 8982, 3342, 3921}","{619, 144, 621}","{57, 27, 74, 49}"
08-07-2021,10346,27144,"{79821, 18474}","{30372, 95654, 08025, 88771, 22233, 11382}","{7376, 9846, 3527, 8076}","{9099, 2630, 1273, 4972, 0572, 4887}","{598, 759, 402}","{28, 50, 94, 07}"
09-07-2021,70060,95585,"{92821, 77303}","{40505, 05757, 67062, 83003, 23669, 96779}","{6381, 6278, 1109, 5474}","{4077, 6771, 1518, 4149, 6429, 0797}","{821, 264, 455}","{75, 05, 97, 99}"
10-07-2021,53594,70702,"{37185, 39408}","{21360, 15291, 34684, 57317, 72805, 12733}","{2932, 1210, 6765, 0134}","{7038, 1008, 5935, 1279, 4745, 7615}","{569, 791, 796}","{23, 75, 95, 62}"
11-07-2021,38294,91851,"{93404, 79438}","{49821, 18755, 18535, 76955, 38763, 07385}","{9056, 2994, 5320, 7541}","{6677, 8540, 7807, 6901, 5169, 3598}","{285, 607, 442}","{83, 62, 33, 49}"
12-07-2021,48323,48804,"{20449, 04646}","{32583, 19099, 64281, 02204, 76324, 93948}","{6143, 3233, 1442, 1872}","{7527, 1407, 6799, 3770, 3188, 7865}","{543, 721, 557}","{37, 53, 44, 73}"
13-07-2021,41507,80075,"{80201, 95854}","{60990, 28697, 91135, 55625, 67048, 09864}","{0394, 1645, 7130, 5013}","{8293, 6693, 0406, 8418, 9161, 7456}","{836, 794, 989}","{95, 89, 75, 63}"
14-07-2021,98653,24424,"{56841, 11681}","{36864, 53943, 62307, 15090, 70222, 18910}","{1191, 1197, 7296, 2055}","{7040, 1131, 5939, 2734, 3864, 9231}","{850, 146, 265}","{31, 29, 47, 91}"
15-07-2021,70957,26316,"{73336, 81348}","{44909, 55616, 08396, 92752, 33016, 14032}","{4193, 6135, 6204, 3211}","{2002, 4677, 1670, 5561, 7223, 4287}","{754, 082, 387}","{05, 80, 23, 03}"
16-07-2021,37782,48924,"{26508, 44631}","{68909, 77885, 60120, 46842, 80914, 10827}","{8176, 6272, 9056, 3619}","{8195, 5720, 3711, 7262, 0310, 5439}","{215, 514, 560}","{96, 87, 94, 66}"
17-07-2021,05779,35146,"{93053, 30465}","{22130, 43749, 21938, 20267, 06235, 01548}","{3748, 1336, 5786, 0202}","{3747, 0770, 4742, 3844, 5947, 2346}","{418, 044, 997}","{90, 99, 10, 19}"
18-07-2021,32872,95067,"{80303, 82293}","{80388, 37573, 24229, 68911, 52203, 77221}","{0612, 8207, 1644, 1744}","{5925, 3344, 9075, 3042, 2480, 3368}","{156, 903, 030}","{64, 08, 83, 02}"
19-07-2021,47133,69077,"{17246, 42789}","{79843, 84979, 28433, 03532, 25829, 48887}","{3482, 5939, 7890, 9376}","{5418, 7532, 1339, 9437, 2227, 4746}","{623, 301, 390}","{69, 42, 11, 01}"
20-07-2021,23036,59156,"{31102, 27668}","{76971, 87417, 61450, 34172, 55399, 47582}","{2381, 2922, 5300, 1681}","{4918, 4680, 7142, 2437, 9252, 9138}","{862, 922, 178}","{45, 55, 81, 73}"
21-07-2021,47188,12875,"{35732, 07382}","{38204, 07846, 28790, 83633, 68952, 10537}","{3256, 5353, 3402, 1106}","{5099, 0096, 3836, 4963, 0281, 9784}","{388, 936, 431}","{93, 11, 68, 18}"
22-07-2021,23166,99810,"{58379, 51310}","{99703, 52920, 72793, 57274, 76566, 06796}","{4363, 0100, 3727, 1470}","{5810, 1646, 9131, 9523, 2877, 9488}","{933, 649, 246}","{13, 71, 97, 14}"
23-07-2021,46724,86038,"{35744, 09196}","{74278, 08901, 73475, 16038, 15447, 22443}","{4335, 5732, 9424, 2448}","{5772, 4566, 6602, 3203, 1197, 7966}","{185, 040, 599}","{29, 84, 34, 30}"
24-07-2021,77196,11985,"{46835, 63116}","{72908, 80575, 20455, 08599, 26875, 04148}","{2663, 9444, 7017, 7483}","{3469, 5539, 9297, 1063, 5802, 7411}","{400, 645, 796}","{92, 22, 19, 60}"
25-07-2021,82380,30971,"{01356, 85942}","{16180, 06396, 61456, 95973, 05699, 72114}","{8352, 8556, 2395, 5143}","{4652, 5305, 3009, 0694, 5573, 6234}","{508, 259, 535}","{03, 98, 25, 19}"
26-07-2021,40891,05339,"{20921, 37824}","{15188, 32390, 37996, 76984, 77330, 19767}","{4331, 8163, 3103, 4608}","{2180, 9377, 9315, 0460, 3133, 1714}","{887, 164, 354}","{36, 12, 76, 78}"
27-07-2021,52371,21944,"{45782, 12508}","{65935, 63625, 38577, 86296, 19864, 47787}","{1667, 2686, 0829, 5077}","{9403, 9753, 8698, 5855, 5174, 7897}","{463, 186, 684}","{92, 96, 02, 07}"
28-07-2021,50098,30020,"{20039, 76223}","{68422, 43399, 86661, 43971, 99246, 58646}","{5931, 8268, 4184, 1842}","{0266, 0113, 0828, 2315, 2425, 3575}","{255, 139, 152}","{62, 82, 42, 31}"
29-07-2021,10326,11116,"{23458, 10215}","{48644, 96909, 32894, 73537, 43671, 81008}","{7112, 6533, 1692, 0017}","{3137, 8084, 0306, 9276, 8785, 5336}","{852, 172, 490}","{91, 50, 79, 69}"
30-07-2021,94715,51666,"{78150, 32755}","{46918, 97507, 17363, 26054, 70336, 40135}","{6372, 8921, 1153, 7468}","{7527, 7835, 9979, 7559, 6165, 7850}","{729, 628, 115}","{72, 86, 43, 82}"
31-07-2021,62914,46071,"{98980, 95741}","{26539, 31784, 96085, 46547, 71258, 97111}","{6982, 5615, 1519, 2688}","{9506, 8130, 3488, 5421, 3537, 7014}","{575, 826, 238}","{27, 66, 82, 96}"
01-08-2021,88081,34286,"{12650, 78390}","{65925, 29421, 79263, 20662, 91370, 06502}","{5515, 5202, 8485, 5405}","{4259, 6115, 5263, 9048, 8120, 9098}","{899, 010, 422}","{26, 31, 33, 02}"
02-08-2021,71424,01082,"{35981, 28691}","{98350, 38957, 19491, 64270, 62415, 46173}","{0712, 4253, 8081, 9582}","{9402, 3740, 1725, 0914, 7478, 8409}","{216, 604, 659}","{03, 47, 12, 73}"
03-08-2021,10004,11355,"{59096, 48107}","{92669, 83783, 21445, 04439, 83220, 17396}","{6205, 4183, 7593, 2181}","{6375, 0632, 1913, 6866, 5399, 0180}","{501, 431, 945}","{42, 13, 61, 53}"
04-08-2021,46441,30932,"{92551, 73119}","{75979, 08883, 20015, 85321, 95089, 71113}","{6612, 1666, 1019, 9573}","{2045, 2629, 5947, 4485, 6914, 0448}","{002, 250, 613}","{40, 84, 74, 53}"
05-08-2021,09081,56729,"{60315, 78851}","{94556, 73678, 85066, 28398, 69663, 71369}","{3083, 5603, 6513, 8901}","{7005, 5875, 1002, 7993, 5943, 1864}","{956, 317, 168}","{85, 72, 58, 74}"
06-08-2021,39467,34338,"{87428, 43563}","{96124, 59846, 24613, 80119, 73546, 75171}","{8855, 5404, 5698, 7155}","{2126, 3084, 9279, 6680, 3065, 6258}","{300, 076, 029}","{69, 47, 52, 35}"
07-08-2021,49634,05277,"{85220, 92179}","{26820, 09896, 33657, 22163, 72117, 40086}","{9033, 7307, 4692, 8894}","{3831, 6721, 8318, 0825, 0517, 9299}","{900, 800, 620}","{82, 93, 75, 84}"
08-08-2021,38115,97733,"{21143, 52941}","{12914, 26998, 10224, 63551, 85741, 77963}","{7663, 1599, 9528, 3603}","{6707, 5085, 3629, 5755, 2682, 1939}","{455, 297, 980}","{85, 67, 16, 92}"
09-08-2021,44751,36796,"{05597, 80132}","{81726, 68298, 87776, 58923, 78159, 52155}","{8753, 4339, 1849, 4259}","{1261, 8755, 3028, 1720, 3533, 1198}","{344, 630, 736}","{74, 82, 90, 35}"
10-08-2021,29771,53969,"{77104, 40388}","{29591, 38103, 79150, 98295, 79557, 46859}","{6934, 8036, 2353, 5401}","{3501, 8182, 6388, 3915, 0830, 3866}","{185, 926, 390}","{46, 51, 75, 89}"
11-08-2021,53620,26751,"{59481, 76774}","{89367, 60406, 24391, 62646, 40050, 00726}","{1387, 7622, 5051, 6455}","{8953, 0700, 3131, 9783, 9224, 0665}","{904, 587, 273}","{27, 93, 59, 23}"
12-08-2021,19868,60958,"{41106, 23098}","{76811, 19142, 59902, 40090, 18737, 60660}","{2470, 9314, 3264, 1202}","{7535, 3051, 2548, 0107, 4132, 4634}","{347, 995, 614}","{51, 83, 81, 66}"
13-08-2021,17044,04460,"{64353, 07330}","{34168, 31369, 58467, 28233, 88931, 65843}","{4986, 0330, 7386, 8051}","{5105, 3376, 3004, 7971, 6917, 0198}","{104, 093, 327}","{88, 34, 27, 29}"
14-08-2021,55853,83841,"{91798, 15446}","{61891, 67201, 07537, 98419, 62103, 36716}","{9010, 2491, 0342, 9586}","{5045, 8636, 9120, 3683, 4955, 0222}","{967, 940, 293}","{57, 00, 86, 94}"
15-08-2021,73497,42299,"{27270, 47998}","{47667, 04102, 16657, 13993, 48963, 75245}","{0915, 7761, 2804, 1670}","{1199, 8641, 6169, 4394, 6690, 6261}","{078, 311, 921}","{18, 36, 24, 29}"
16-08-2021,62041,07429,"{58690, 79335}","{59164, 89980, 15934, 83770, 63150, 04189}","{5863, 0973, 0119, 9411}","{7887, 0605, 5983, 7295, 6771, 0697}","{096, 307, 178}","{31, 39, 22, 09}"
17-08-2021,68162,90375,"{42140, 94491}","{18004, 38721, 71506, 82372, 84135, 39909}","{1286, 5954, 8224, 7563}","{3241, 4669, 4702, 3226, 8746, 8089}","{102, 436, 157}","{02, 97, 95, 73}"
18-08-2021,10443,28874,"{41611, 34539}","{18912, 03584, 53836, 31787, 15200, 63243}","{3400, 6373, 9768, 6486}","{1120, 8593, 9502, 2059, 9473, 2482}","{626, 057, 366}","{59, 14, 68, 02}"
19-08-2021,21544,34727,"{77823, 46383}","{49774, 23507, 38296, 91775, 14157, 59486}","{7086, 4948, 0967, 4049}","{3706, 0108, 0511, 5765, 8186, 6804}","{837, 976, 208}","{93, 02, 99, 05}"
20-08-2021,04793,84718,"{67660, 58087}","{00408, 97319, 37780, 07495, 67371, 90131}","{4155, 4827, 4668, 4113}","{6859, 1054, 7299, 8682, 9957, 4493}","{390, 501, 538}","{70, 41, 17, 71}"
21-08-2021,69157,89294,"{51019, 96584}","{52114, 87827, 92136, 62300, 37014, 45644}","{5615, 3946, 4778, 3864}","{4147, 8240, 1391, 7612, 4479, 7932}","{103, 601, 674}","{56, 41, 12, 28}"
22-08-2021,98711,17016,"{84610, 57897}","{64837, 56675, 31785, 37772, 52792, 09406}","{6559, 5930, 8597, 1411}","{8162, 7128, 8506, 0135, 9901, 1234}","{990, 669, 518}","{70, 66, 63, 83}"
23-08-2021,58391,20528,"{69366, 25470}","{10911, 62745, 24082, 87674, 72432, 41270}","{7536, 4585, 9858, 4876}","{9263, 2002, 0947, 4496, 0780, 9429}","{566, 438, 731}","{50, 45, 44, 68}"
24-08-2021,58389,98560,"{19948, 41318}","{20418, 18891, 31681, 79614, 23958, 03193}","{8202, 5651, 6217, 4457}","{5499, 9310, 2445, 8227, 7504, 9870}","{186, 669, 660}","{11, 46, 65, 24}"
25-08-2021,60589,21378,"{27654, 55105}","{45478, 49790, 35749, 00196, 55447, 00851}","{7535, 8532, 0560, 6658}","{7270, 0286, 4039, 1011, 1927, 4705}","{785, 812, 318}","{27, 83, 30, 90}"
26-08-2021,88678,92187,"{26158, 56313}","{79389, 44954, 41834, 75522, 20496, 76747}","{7727, 1854, 4970, 5624}","{8260, 4236, 7006, 9131, 9055, 4422}","{440, 870, 446}","{91, 88, 84, 28}"
27-08-2021,69159,30254,"{07580, 74200}","{64326, 40586, 59279, 14990, 06045, 91165}","{0884, 0713, 8759, 5876}","{4287, 2606, 8140, 9265, 7445, 7509}","{412, 554, 979}","{27, 99, 95, 58}"
28-08-2021,50509,96823,"{95438, 67362}","{06101, 36817, 08356, 70684, 30641, 71561}","{0324, 5817, 5364, 1563}","{5961, 2931, 2584, 3068, 2520, 3384}","{445, 478, 538}","{30, 80, 98, 74}"
29-08-2021,58755,35778,"{57087, 16260}","{65463, 02056, 08406, 09798, 73043, 82720}","{8967, 8810, 6297, 6525}","{0262, 3171, 1911, 9537, 4409, 2723}","{263, 935, 524}","{67, 96, 20, 81}"
30-08-2021,83986,61984,"{71959, 51392}","{00885, 37574, 77498, 22788, 28129, 73126}","{1709, 1388, 8434, 5743}","{2149, 8023, 4582, 3272, 1145, 7245}","{973, 425, 269}","{48, 45, 32, 74}"
31-08-2021,49620,58109,"{65030, 17633}","{39935, 68764, 93760, 68586, 87529, 67680}","{0673, 1952, 7711, 4450}","{8492, 8070, 6657, 3594, 8893, 5537}","{597, 440, 566}","{96, 45, 24, 55}"
01-09-2021,74627,86107,"{46472, 63884}","{48900, 57694, 72368, 11536, 98879, 70707}","{6872, 3269, 2528, 5621}","{1494, 6278, 0725, 3466, 2318, 1615}","{167, 590, 938}","{06, 71, 56, 85}"
02-09-2021,77764,46570,"{92077, 43731}","{11539, 32838, 00741, 00686, 29751, 38293}","{0734, 2048, 9688, 5902}","{5943, 8433, 6675, 2531, 7940, 9787}","{655, 119, 853}","{27, 09, 41, 90}"
03-09-2021,11660,20874,"{09983, 75655}","{59596, 90286, 10824, 22663, 11822, 60224}","{7325, 0124, 3107, 1380}","{7981, 7188, 1074, 9313, 4454, 6185}","{916, 546, 080}","{24, 09, 27, 19}"
04-09-2021,29855,28539,"{81656, 35270}","{52786, 21877, 28766, 80636, 88321, 37142}","{2287, 8360, 9211, 3355}","{9497, 6858, 4094, 1111, 9263, 1312}","{945, 111, 675}","{38, 80, 06, 35}"
05-09-2021,17061,06266,"{07805, 99731}","{35197, 62447, 38742, 44270, 91965, 85395}","{7408, 5283, 5353, 8189}","{2833, 0651, 5006, 2480, 9391, 7041}","{810, 437, 976}","{10, 21, 51, 11}"
06-09-2021,87728,88415,"{19940, 44927}","{26793, 17788, 33474, 52904, 88310, 77646}","{1183, 9036, 7786, 1612}","{8192, 9483, 3950, 4803, 7481, 1667}","{792, 575, 369}","{71, 02, 19, 65}"
07-09-2021,10765,61705,"{04965, 95940}","{78027, 81976, 45092, 54037, 69856, 05269}","{8236, 3319, 1375, 3908}","{0025, 8622, 3484, 7341, 7235, 5501}","{367, 568, 645}","{15, 70, 04, 68}"
08-09-2021,14938,66613,"{59445, 87852}","{93619, 55792, 12858, 77312, 45405, 94877}","{0218, 2782, 4363, 7981}","{1841, 2808, 1296, 7899, 9779, 2245}","{050, 787, 635}","{07, 29, 99, 51}"
09-09-2021,63724,90250,"{27565, 39894}","{85981, 07295, 58350, 75168, 41562, 68741}","{7095, 0862, 7517, 3188}","{9755, 1527, 1804, 9526, 0958, 7540}","{989, 912, 786}","{31, 71, 84, 78}"
10-09-2021,04529,92073,"{44668, 76193}","{78657, 91786, 40075, 69216, 56628, 26266}","{7728, 8549, 2347, 4738}","{4908, 4367, 5962, 3741, 4361, 8143}","{101, 128, 722}","{11, 19, 76, 60}"
11-09-2021,26654,20585,"{51339, 80495}","{73145, 54425, 13470, 95180, 51294, 10392}","{6147, 1153, 8442, 6773}","{8484, 0277, 8909, 5947, 1763, 3538}","{496, 219, 658}","{13, 51, 11, 19}"
12-09-2021,23349,65096,"{37636, 14585}","{82711, 01984, 10108, 63761, 80426, 18098}","{8650, 6413, 3653, 9598}","{0444, 1083, 4230, 5098, 5783, 5883}","{265, 113, 308}","{51, 73, 00, 47}"
13-09-2021,95548,68227,"{53476, 18423}","{59313, 10761, 02884, 22998, 26134, 12546}","{0146, 5730, 8572, 0808}","{9635, 3032, 0184, 8384, 1790, 7601}","{564, 591, 957}","{83, 09, 99, 32}"
14-09-2021,32159,81460,"{01050, 23826}","{50064, 32174, 32284, 79576, 35652, 46767}","{2910, 5131, 4210, 3314}","{3955, 0979, 1384, 0082, 7704, 8538}","{921, 400, 284}","{08, 71, 52, 49}"
15-09-2021,04965,26381,"{75078, 09937}","{87750, 14292, 31642, 19830, 46057, 14725}","{3447, 5262, 3595, 5888}","{8882, 5706, 6266, 5117, 4340, 5870}","{534, 904, 082}","{14, 12, 39, 42}"
16-09-2021,12093,15382,"{00130, 21943}","{50448, 80082, 64043, 98242, 01132, 53130}","{8475, 5930, 6507, 0597}","{9265, 2047, 3694, 8132, 8300, 6759}","{984, 963, 471}","{39, 23, 97, 19}"
17-09-2021,35330,90315,"{57179, 80432}","{55894, 21451, 13005, 89719, 57160, 48276}","{6690, 5579, 3410, 0178}","{4358, 3330, 7399, 5849, 4867, 6289}","{277, 553, 366}","{41, 75, 29, 78}"
18-09-2021,93901,29743,"{74749, 24114}","{11745, 24603, 47552, 26902, 02551, 09078}","{2410, 5244, 7589, 6247}","{6371, 5447, 7365, 6465, 3567, 7674}","{783, 359, 506}","{36, 83, 39, 17}"
19-09-2021,45957,46590,"{96670, 98212}","{61428, 04665, 16136, 67569, 58371, 64581}","{2819, 9818, 9180, 2878}","{3041, 7099, 3203, 1269, 0117, 1209}","{618, 301, 042}","{32, 56, 00, 04}"
20-09-2021,74019,39363,"{65370, 71066}","{45260, 63523, 61496, 03231, 90130, 26674}","{5518, 0019, 5100, 0220}","{2865, 6585, 4268, 4617, 7539, 6234}","{310, 412, 482}","{24, 00, 91, 19}"
21-09-2021,16083,88718,"{35830, 21024}","{28362, 42642, 95525, 13345, 87483, 89228}","{6183, 4094, 4091, 2619}","{5877, 4901, 3912, 9172, 1608, 9055}","{013, 061, 667}","{84, 29, 72, 36}"
22-09-2021,53873,69507,"{02330, 17980}","{73268, 26143, 12181, 96869, 58203, 78909}","{8925, 3956, 3169, 7059}","{1193, 3871, 8569, 0231, 5486, 4973}","{013, 531, 299}","{18, 01, 12, 42}"
23-09-2021,11534,41900,"{09585, 18963}","{83891, 60439, 11010, 49658, 08467, 79973}","{1272, 4477, 4807, 0736}","{1743, 3542, 6456, 0905, 0449, 3119}","{056, 319, 996}","{83, 61, 50, 91}"
24-09-2021,51678,00595,"{81492, 15143}","{18952, 11569, 71542, 94245, 10886, 40074}","{5028, 0402, 5989, 6790}","{3227, 6074, 0716, 8137, 0706, 9696}","{272, 740, 345}","{11, 40, 04, 18}"
25-09-2021,92408,91545,"{83667, 10074}","{24894, 91092, 90506, 11587, 03675, 28811}","{1134, 8263, 7597, 0123}","{2562, 9892, 0143, 7177, 9148, 5373}","{341, 495, 952}","{71, 35, 97, 83}"
26-09-2021,21694,58074,"{30674, 87398}","{68622, 50815, 13530, 38874, 20194, 54775}","{3534, 1774, 0561, 4699}","{4005, 7905, 2707, 5383, 1660, 5393}","{434, 727, 472}","{79, 05, 15, 27}"
27-09-2021,73011,19529,"{02268, 95997}","{51659, 13766, 27643, 14782, 47469, 92959}","{1584, 3811, 1734, 9321}","{9026, 5444, 5017, 6830, 8765, 5108}","{199, 114, 442}","{90, 34, 37, 81}"
28-09-2021,03234,84484,"{90665, 27193}","{84025, 36607, 88411, 17783, 68780, 93121}","{0174, 1668, 1547, 4223}","{1963, 1853, 8859, 3026, 5672, 2473}","{279, 161, 216}","{22, 01, 15, 63}"
29-09-2021,76477,24728,"{82153, 20385}","{09463, 95654, 14232, 41721, 92050, 74476}","{7366, 9727, 5435, 7638}","{0921, 9039, 7180, 4555, 3303, 1709}","{941, 832, 396}","{77, 78, 54, 57}"
30-09-2021,45811,53705,"{13062, 24543}","{01005, 33475, 11603, 63101, 12074, 52012}","{0790, 7890, 8030, 6272}","{1878, 3513, 9673, 6628, 0515, 9537}","{226, 281, 792}","{13, 98, 75, 26}"
01-10-2021,31220,49246,"{20939, 28685}","{12233, 11803, 82795, 26886, 97849, 08987}","{1213, 3114, 8078, 8087}","{2789, 2575, 4203, 7214, 4438, 4448}","{450, 862, 818}","{56, 01, 68, 38}"
02-10-2021,37377,21288,"{46261, 00079}","{66998, 36915, 98030, 41584, 52824, 42926}","{2434, 0327, 9138, 3444}","{5450, 1412, 9468, 0875, 8001, 6321}","{887, 703, 045}","{31, 78, 63, 55}"
03-10-2021,20681,02104,"{37357, 93752}","{55304, 60330, 34160, 60027, 20063, 00404}","{1190, 5537, 1993, 7472}","{1935, 5535, 0728, 4564, 7842, 7533}","{528, 376, 079}","{60, 16, 56, 83}"
